cz,czname,emp_pooled2010,emp_white2010,emp_black2010,emp_pooled1980,emp_white1980,emp_black1980,emp_pooled1990,emp_white1990,emp_black1990,emp_pooled2000,emp_white2000,emp_black2000,emp_pooled2009,emp_white2009,emp_black2009,frac_coll_pooled2010,frac_coll_white2010,frac_coll_black2010,frac_coll_pooled1980,frac_coll_white1980,frac_coll_black1980,frac_coll_pooled1990,frac_coll_white1990,frac_coll_black1990,frac_coll_pooled2000,frac_coll_white2000,frac_coll_black2000,frac_coll_pooled2009,frac_coll_white2009,frac_coll_black2009,foreign_share1980,foreign_share1990,foreign_share2000,foreign_share2009,gini2010,gini1990,gini2000,hhinc_median_pooled2010,hhinc_median_white2010,hhinc_median_black2010,hhinc_median_pooled1980,hhinc_median_white1980,hhinc_median_black1980,hhinc_median_pooled1990,hhinc_median_white1990,hhinc_median_black1990,hhinc_median_pooled2000,hhinc_median_white2000,hhinc_median_black2000,hhinc_median_pooled2009,hhinc_median_white2009,hhinc_median_black2009,percap_inc_pooled2010,percap_inc_white2010,percap_inc_black2010,percap_inc_pooled1980,percap_inc_white1980,percap_inc_black1980,percap_inc_pooled1990,percap_inc_white1990,percap_inc_black1990,percap_inc_pooled2000,percap_inc_white2000,percap_inc_black2000,percap_inc_pooled2009,percap_inc_white2009,percap_inc_black2009,poor_share_pooled2010,poor_share_white2010,poor_share_black2010,poor_share_pooled1980,poor_share_white1980,poor_share_black1980,poor_share_pooled1990,poor_share_white1990,poor_share_black1990,poor_share_pooled2000,poor_share_white2000,poor_share_black2000,poor_share_pooled2009,poor_share_white2009,poor_share_black2009,share_white2010,share_black2010,share_white1980,share_black1980,share_white1990,share_black1990,share_white2000,share_black2000,singlepar_pooled2010,singlepar_white2010,singlepar_black2010,singlepar_pooled1980,singlepar_white1980,singlepar_black1980,singlepar_pooled1990,singlepar_white1990,singlepar_black1990,singlepar_pooled2000,singlepar_white2000,singlepar_black2000,change_emp_white1980_2000,change_emp_white1990_2009,change_emp_white1990_2010,change_emp_black1980_2000,change_emp_black1990_2009,change_emp_black1990_2010,change_emp_pooled1980_2000,change_emp_pooled1990_2009,change_emp_pooled1990_2010,change_frac_coll_white1980_2000,change_frac_coll_white1990_2009,change_frac_coll_white1990_2010,change_frac_coll_black1980_2000,change_frac_coll_black1990_2009,change_frac_coll_black1990_2010,change_frac_coll_pooled1980_2000,change_frac_coll_pooled1990_2009,change_frac_coll_pooled1990_2010,change_hhinc_white1980_2000,change_hhinc_white1990_2009,change_hhinc_white1990_2010,change_hhinc_black1980_2000,change_hhinc_black1990_2009,change_hhinc_black1990_2010,change_hhinc_pooled1980_2000,change_hhinc_pooled1990_2009,change_hhinc_pooled1990_2010,change_percap_inc_white1980_2000,change_percap_inc_white1990_2009,change_percap_inc_white1990_2010,change_percap_inc_black1980_2000,change_percap_inc_black1990_2009,change_percap_inc_black1990_2010,change_poor_share_white1980_2000,change_poor_share_white1990_2009,change_poor_share_white1990_2010,change_poor_share_black1980_2000,change_poor_share_black1990_2009,change_poor_share_black1990_2010,change_share_white1980_2000,change_share_white1990_2010,change_share_black1980_2000,change_share_black1990_2010,change_singlepar_white1980_2000,change_singlepar_white1990_2010,change_singlepar_black1980_2000,change_singlepar_black1990_2010,change_singlepar_pooled1980_2000,change_singlepar_pooled1990_2010,change_foreign_share1980_2000,change_foreign_share1990_2009,change_gini1990_2010,pop_pooled2010,pop_pooled1990,state
37100,Bakersfield,0.58306634,0.60098875,0.41814494,0.63522464,0.65314668,0.53925395,0.63613766,0.672638,0.446547,0.55762231,0.60781014,0.38895199,0.59123528,0.6120984,0.43384919,0.14679903,0.16238338,0.10215449,0.11833495,0.13204172,0.06145893,0.13270617,0.15639159,0.0767086,0.13519275,0.16623892,0.073613986,0.14595628,0.16513765,0.10871262,0.08566346,0.55125606,0.83080959,0.19802472,0.452,0.429859837,0.456736014,65800.18807,69508.77604,46737.43104,60483.06134,64450.43661,36242.50931,70380.4111,77124.97519,44173.94525,64838.37356,71643.05531,41137.22798,65639.43366,70457.00677,48373.14936,28086.89461,31866.74784,21273.37729,25845.25,28762.547,16686.641,29873.699,35136.13106,18353.37465,28828.4367,34612.41619,23518.22403,28318.86506,32610.93639,21680.49928,0.20571306,0.18664351,0.32351786,0.12613678,0.092377551,0.28642634,0.16910316,0.11182375,0.33418155,0.20760149,0.14937407,0.3595224,0.20415017,0.17931993,0.34679577,0.59522098,0.058264881,0.76750296,0.052474763,0.69640297,0.055441167,0.61601162,0.060150079,0.3385748,0.30784076,0.62973911,0.194673,0.17419189,0.44899967,0.26615655,0.23323795,0.56553578,0.31085619,0.2857061,0.57740182,-0.045336545,-0.060539603,-0.071649253,-0.15030196,-0.012697816,-0.02840206,-0.077602327,-0.044902384,-0.05307132,0.034197196,0.008746058,0.005991787,0.012155056,0.032004021,0.025445886,0.016857803,0.013250113,0.014092863,7192.6187,-6667.9683,-7616.1992,4894.7188,4199.2041,2563.4858,4355.312,-4740.9775,-4580.2231,5849.8691,-2525.1946,-3269.3833,6831.5835,3327.1245,2920.0027,0.056996517,0.067496181,0.074819759,0.073096067,0.01261422,-0.010663688,-0.15149134,-0.10118198,0.007675316,0.002823714,0.11151421,0.074602813,0.12840214,0.064203322,0.11618319,0.072418243,0.74514616,-0.35323134,0.022140162,839631,543477,6
37200,Fresno,0.60332155,0.62840194,0.45716667,0.62697524,0.65075183,0.48019263,0.6268521,0.68029088,0.47614422,0.5758937,0.63713896,0.43086758,0.60938877,0.6359936,0.46926513,0.16694485,0.18129154,0.13299668,0.13008714,0.1464449,0.064154454,0.1443343,0.17441903,0.07954821,0.1484696,0.19057393,0.093463719,0.16437064,0.18141034,0.12932529,0.10713898,0.57988167,0.79021239,0.21610096,0.449804199,0.445409844,0.464583193,64144.7165,67971.96629,43957.25921,56100.08101,60230.8094,32573.15736,63615.8693,71082.24094,41005.68249,63572.65907,72247.82836,45946.93396,64533.24818,68577.73193,44671.47152,27044.27911,30638.82478,21833.8353,24301.051,27453.752,14407.691,27489.764,33780.04539,18408.14344,27546.21182,35196.49938,21681.63125,27464.65895,31084.91722,22354.27202,0.2203926,0.19695541,0.3214758,0.15128148,0.11244727,0.3151817,0.21111716,0.13548221,0.30953658,0.22737314,0.15053137,0.32822725,0.2093962,0.18520318,0.30123585,0.57159579,0.043631993,0.73730361,0.03866861,0.64797693,0.041455891,0.55948603,0.044663195,0.34144965,0.30962741,0.6066792,0.2043132,0.18398194,0.48894805,0.27570629,0.24699403,0.5609985,0.30286768,0.2773208,0.57479787,-0.013612865,-0.044297256,-0.051888932,-0.049325045,-0.00687909,-0.018977569,-0.05108152,-0.017463332,-0.023530588,0.044129025,0.006991303,0.0068725,0.029309263,0.049777076,0.053448472,0.018382473,0.020036347,0.022610545,12017.02,-2504.509,-3110.2747,13373.776,3665.7891,2951.5764,7472.5781,917.37891,528.84717,7742.7471,-2695.1282,-3141.2207,7273.9399,3946.1284,3425.6919,0.038084101,0.049720965,0.061473206,0.013045574,-0.00830072,0.011939249,-0.17781758,-0.076381154,0.005994586,0.002176103,0.09333887,0.062633388,0.085849829,0.045680724,0.09855447,0.065743349,0.6830734,-0.36378071,0.004394355,1676476,1168970,6
37300,Chico,0.60906613,0.62205505,0.55589688,0.57496822,0.58397651,0.52593982,0.61768621,0.63939553,0.49128839,0.61345315,0.6413784,0.56982219,0.62054127,0.63423944,0.55774707,0.19561586,0.2041299,0.18787365,0.14176448,0.14673771,0.12633768,0.15580435,0.16281331,0.12758809,0.1689472,0.18098697,0.14078569,0.1987929,0.20768252,0.15287358,0.070020258,0.57580531,0.87013602,0.13145444,0.43564104,0.439140264,0.454502159,64055.1649,66350.00336,49835.03976,50455.29812,51482.73044,32625.92166,58037.29854,60019.77728,50302.16879,60829.87298,63462.61743,44019.45083,64348.31437,66389.24468,48933.03334,30992.5323,34311.83544,27753.89078,24369.709,25271.805,19752.414,28850.166,31051.61444,19119.21918,30158.11972,33519.99362,26761.27547,31280.77103,34516.23111,27413.61178,0.17551622,0.15322468,0.31512201,0.14037615,0.12885281,0.20249419,0.17845024,0.15071923,0.32420075,0.18740748,0.15431203,0.30488208,0.16769846,0.14662217,0.27053878,0.73054051,0.019084467,0.88076717,0.017015019,0.84171098,0.018379563,0.76234281,0.017504105,0.3367115,0.34072912,0.50378424,0.20967782,0.21209642,0.37601238,0.27268514,0.27886829,0.44826657,0.30914268,0.32013983,0.46662551,0.057401948,-0.00515613,-0.017340511,0.043957252,0.066458695,0.064608455,0.038484953,0.002855055,-0.008620102,0.034249261,0.044869207,0.041316606,0.007351256,0.025285473,0.060285542,0.027182726,0.04298855,0.039811507,11979.887,6369.4673,6330.2261,11526.482,-1369.1355,-467.12894,10374.575,6311.0156,6017.8667,8248.1885,3464.6167,3260.2209,6767.4844,8294.3926,8634.6719,0.025459213,-0.004097062,0.002505439,0.095694259,-0.053661976,-0.009078726,-0.11842439,-0.11117047,0.000489085,0.000704904,0.10804342,0.06186083,0.090613104,0.055517711,0.099464878,0.064026341,0.80011576,-0.44435087,-0.003499224,436433,345836,6
37400,Sacramento,0.65387672,0.67596209,0.57885623,0.62906837,0.64215428,0.53202695,0.6862666,0.71263862,0.54607183,0.66702628,0.70172733,0.56671435,0.66384166,0.68659782,0.59482729,0.26910898,0.27819592,0.20979264,0.17351671,0.18019176,0.15164907,0.20733759,0.21736348,0.14478129,0.23618251,0.25461084,0.19483246,0.26721478,0.27744511,0.20460063,0.076039925,0.55727082,0.85268509,0.17509688,0.432047015,0.416094888,0.436493325,82414.90421,85819.54845,65956.8214,63171.75201,65189.44486,46216.0218,79734.51916,82856.45511,62159.72271,82764.14758,87477.83388,72693.83044,84089.23764,87343.71954,69156.05845,38786.40029,43478.00749,31587.36277,28557.221,30172.186,19632.859,36551.23,39610.18756,28807.60633,39191.42264,44516.73007,32534.36319,39354.26523,43961.86921,32114.52373,0.13016494,0.10778388,0.20318055,0.11368061,0.09530405,0.22487652,0.12320359,0.093935296,0.21235262,0.13467349,0.09769503,0.22400117,0.12457687,0.10318235,0.19731675,0.63365835,0.069283903,0.8332746,0.049172193,0.79522991,0.059082016,0.692092,0.064373925,0.31315222,0.28716069,0.53341138,0.23117028,0.21575695,0.4291223,0.268621,0.25327232,0.47017065,0.30250719,0.2845248,0.50214881,0.059573073,-0.0260408,-0.03667653,0.026089456,0.048755478,0.032784399,0.037957903,-0.022424925,-0.032389838,0.074419089,0.060081642,0.060832441,0.054370541,0.05981933,0.065011337,0.062665805,0.059877198,0.061771385,22288.389,4487.2642,2963.0933,27505.846,6996.3354,4407.0513,19592.395,4354.7183,2680.385,14344.544,4351.6816,3867.8198,12764.873,3306.9172,2779.7566,0.002390979,0.009247053,0.013848578,-0.00142783,-0.015035857,-0.009172062,-0.14118257,-0.16157158,0.015201732,0.010201887,0.068767846,0.033888385,0.073026501,0.063240752,0.071336925,0.044531234,0.77664518,-0.38217393,0.015952127,3065038,2131027,6
37500,San Jose,0.6850816,0.6965403,0.61073935,0.71570069,0.72422975,0.71156281,0.74677253,0.76922393,0.70854163,0.70036483,0.73728746,0.66198385,0.69229251,0.70321584,0.63033599,0.40173286,0.39912555,0.26511076,0.2456281,0.25870305,0.17818068,0.30011237,0.32049385,0.21145825,0.36295167,0.39527139,0.25606218,0.39381525,0.39554092,0.26082098,0.14263397,0.46507233,0.6874913,0.32702217,0.450782109,0.406279123,0.441255162,111249.4746,111777.7721,74451.79112,79926.53341,82538.55916,63751.98128,108925.7319,112769.9038,86284.56508,123632.9114,128232.6651,101383.6013,111854.0187,113221.6658,77539.77283,50916.10334,58253.0652,41743.7607,33160.332,35921.73,24494.355,46671.633,53352.80762,34999.02589,54464.60165,66781.75495,44835.36902,51150.23152,58430.98786,40373.74113,0.10174186,0.093471318,0.14372252,0.084880926,0.068905964,0.14557341,0.085529931,0.061039127,0.13537593,0.090074219,0.070084848,0.12202124,0.098226324,0.088675097,0.1372456,0.51364034,0.024837701,0.77641982,0.03544553,0.69616199,0.038485497,0.56593984,0.027304582,0.22750659,0.22999576,0.46082675,0.2055317,0.20022616,0.37416777,0.21854731,0.21187882,0.38495335,0.21627016,0.2207059,0.41393617,0.013057658,-0.066008106,-0.072683685,-0.049579002,-0.078205608,-0.097802237,-0.015335852,-0.054480013,-0.061690882,0.13656835,0.075047083,0.078631692,0.077881485,0.049362734,0.053652495,0.11732356,0.093702897,0.10162052,45694.105,451.76202,-992.13171,36737.512,-8744.792,-11832.773,43706.379,2928.2866,2323.7427,30860.023,5078.1802,4900.2578,20341.014,5374.7153,6744.7349,0.001178885,0.027635969,0.032432187,-0.023552174,0.001869654,0.008346586,-0.21047993,-0.18252164,-0.008140949,-0.013647797,0.020479741,0.01811693,0.039768409,0.075873412,0.010738451,0.008959273,0.54485732,-0.13805015,0.044502988,2514350,2119668,6
37601,Elko,0.72540474,0.73612469,0.47918582,0.69675016,0.71084702,0.34042552,0.73060226,0.7485534,0.31253552,0.68301702,0.69663769,,0.71862835,0.72934139,0.40626705,0.15300375,0.1575547,0.24698927,0.12611794,0.13647708,0,0.12872866,0.13912319,0.012446399,0.14034405,0.15301327,,0.14617966,0.15289658,0.042828351,0.053491864,0.29169822,0.90796006,0.09199889,0.369780197,0.387447291,0.36375779,90186.24574,91317.69251,95632.38274,60130.39218,60809.01897,41575.86203,80823.11237,84696.94737,113481.2222,85151.31464,88304.79072,,85746.0551,87864.04185,55745.79737,36586.77002,37806.07787,28083.06927,26625.334,27993.756,10097.765,33852.645,35726.51694,16816.96981,33553.07066,35587.36728,,35933.27354,37001.05917,20102.21324,0.087873645,0.075638942,0.20897621,0.11555223,0.087989599,0,0.09724129,0.075452968,0.19731823,0.095348142,0.077575892,,0.097012654,0.088347688,0.22846706,0.80818295,0.011160643,0.87038118,0.004690486,0.87511408,0.008818824,0.82967389,0.010859509,0.27831113,0.25644535,0.23458348,0.17489639,0.16456032,0.5,0.18818407,0.16945641,0.21177296,0.2336861,0.22062846,0.33426595,-0.014209304,-0.019212019,-0.012428734,,0.11240129,0.18532006,-0.013733108,-0.011973901,-0.005197513,0.016536186,0.013773383,0.018431507,,0.030043941,0.23420486,0.014226104,0.017450998,0.024275094,27495.771,3167.0945,6620.7451,,-58811.016,-18924.432,25020.922,4922.9429,9363.1338,7593.6118,1274.5422,2079.561,,3108.8923,11089.748,-0.010413704,0.012894722,0.000185977,,0.039368909,0.019878052,-0.040707301,-0.066931106,0.001204725,0.002341819,0.056068134,0.086988956,-0.23333332,0.003377051,0.058789711,0.090127058,0.85446823,-0.19969934,-0.017667094,66610,50607,32
37602,Winnemucca,0.60778296,0.6270963,0.035277199,0.69133735,0.70325577,0.71428573,0.72658265,0.74657422,0.47015977,0.59925455,0.63198966,,0.6327107,0.64323819,0.010553009,0.13117123,0.14131552,0.15929745,0.1077097,0.11836333,0,0.10827411,0.12015495,0,0.12719077,0.14483555,,0.1311976,0.13903986,0.009229411,0.079039194,0.33461216,0.9054687,0.1331569,0.395010112,0.368631615,0.389777046,78089.03375,82812.11855,78601.38416,53540.92863,56241.46982,102837.4731,77924.93631,81518.60038,31281.62323,83016.24408,85800.84299,,77444.80211,78208.71168,,33069.07314,35836.92341,6344.513031,25136.83,27008.785,55195.691,31914.316,34456.14711,23349.99649,34271.83544,36679.26095,,31748.02634,33554.4803,13268.73915,0.12486769,0.11286825,0,0.139238,0.10222931,0,0.11046337,0.085056193,0,0.10165498,0.083870813,,0.13120061,0.12298121,0,0.79760522,0.014031094,0.84680247,0.003815985,0.84599859,0.005405706,0.81704301,0.05348872,0.30346581,0.28972471,0.33333334,0.16560636,0.16235548,0,0.17927663,0.17089045,0.14554648,0.21911193,0.21291369,0.33333334,-0.071266115,-0.10333607,-0.11947792,,-0.45960677,-0.43488258,-0.092082806,-0.093871914,-0.11879968,0.026472213,0.018884908,0.021160573,,0,0.1875,0.019481068,0.022923486,0.022897109,29559.373,-3309.8889,1293.5181,,,44804.824,29475.316,-480.13416,164.09753,9670.4766,-901.66675,1380.7764,,-10081.258,-17005.482,-0.018358499,0.037925009,0.027812058,,0,0,-0.029759474,-0.048393354,,0.008625389,0.050558202,0.11883427,,0.33333334,0.053505562,0.12418918,0.82642949,-0.20145527,0.026378497,23281,17180,32
37603,Portola,0.64705616,0.64063495,0.65613794,0.56537533,0.56702393,0.49462366,0.63776034,0.64435357,0.31460676,0.6287021,0.63148719,,0.65194428,0.64549834,0.58273506,0.20267996,0.20398581,0.49863857,0.15003522,0.15360112,0,0.15242173,0.1550888,0.057142857,0.17460705,0.17820482,,0.20810755,0.2109921,0.49452707,0.026337801,0.57700187,0.97405088,0.043465178,0.437874823,0.411950847,0.423635191,63266.49219,64822.68065,58581.53137,55831.44465,56474.37208,31121.5263,59500.33999,60730.29304,39941.38718,66357.18106,68208.37238,,65351.40372,66260.72918,41172.09983,39881.37734,39599.82272,113562.8652,25492.105,26008.758,13255.396,32108.068,32762.56231,15310.45543,35320.12678,36312.00901,,39317.54215,38637.54479,116643.5984,0.11904346,0.11659164,0,0.1012472,0.094585702,0.30681819,0.1152679,0.10926775,0.24736843,0.1280594,0.11769879,,0.10427743,0.10643407,0,0.89569348,0.008492645,0.95221126,0.009400231,0.94394445,0.00686058,0.9212473,0.006242797,0.35310215,0.34905383,0.66666669,0.17475329,0.16911289,0.38095239,0.25394782,0.2481934,0.35077623,0.30882141,0.30224103,0.36842105,0.064463258,0.001144765,-0.00371862,,0.36500487,0.45061061,0.063326821,0.014183954,0.009295839,0.0246037,0.055903304,0.048897017,,0.4849624,0.43003663,0.024571832,0.055685807,0.050258219,11734,5530.436,4092.3877,,-937.7926,19509.207,10525.736,5851.0635,3766.1523,10303.251,5874.9824,6837.2603,,115066.54,113749.52,0.023113085,-0.002833678,0.007323894,,-0.24736843,-0.24736843,-0.030963922,-0.048250969,-0.003157434,0.001632065,0.13312815,0.10086044,-0.01253134,0.25757578,0.13406813,0.099154331,0.94771308,-0.53353667,0.025923977,23247,23057,6
37604,Reno,0.69667315,0.70603114,0.57217538,0.73933804,0.74304819,0.67009789,0.75771403,0.76467329,0.60659164,0.71927911,0.73864263,0.66378564,0.7116186,0.72488195,0.57956105,0.24497107,0.25333509,0.17602099,0.17908204,0.18131717,0.10868674,0.18935244,0.19490476,0.091618277,0.2174629,0.22965895,0.1674476,0.24217275,0.25165737,0.19115192,0.057678975,0.2566708,0.87415224,0.13507399,0.445361673,0.415619646,0.443635123,76187.21186,77698.39447,54101.56184,69966.8334,70930.06193,49986.84076,76442.24134,77942.05681,56949.24756,81885.13824,83886.00649,63470.12034,77387.85716,79489.08849,65671.30602,39705.03371,42859.39221,23816.94276,33308.664,34174.297,20736.783,38479.324,40403.12224,22917.55242,42486.23812,46351.75609,37091.00323,39656.23341,43115.10788,24849.75321,0.12545025,0.11620843,0.27689639,0.074476771,0.068056196,0.18389383,0.095777668,0.083996646,0.15528965,0.099317819,0.086315714,0.19708829,0.11645152,0.10480646,0.19773373,0.78347129,0.021072758,0.92386496,0.015817251,0.89014536,0.019477012,0.8186537,0.019058486,0.33312669,0.32682914,0.49706852,0.21405327,0.2096533,0.32818443,0.24972849,0.24221081,0.3956137,0.29604527,0.29448128,0.45739761,-0.004405567,-0.039791334,-0.058642115,-0.052717626,-0.024476448,-0.031862143,-0.020058898,-0.046095472,-0.061040863,0.048341781,0.056752604,0.058430322,0.052726783,0.09953364,0.084402718,0.038380861,0.052820317,0.055618633,12955.944,1547.0317,-243.66234,14756.076,8722.0586,-2847.6853,11918.305,945.61584,-255.02948,12177.458,2711.9856,2456.27,15401.698,2086.6072,1053.7968,0.018259516,0.020809814,0.032211784,-0.002476096,0.041435901,0.12059855,-0.10521123,-0.1066741,0.003241236,0.001595746,0.084827989,0.084618345,0.12921318,0.10145482,0.081991993,0.083398215,0.81647325,-0.12159682,0.029742027,557548,335575,32
37700,Santa Rosa,0.67883068,0.68617666,0.53544921,0.63314885,0.63526738,0.54367769,0.72704148,0.73351383,0.57846195,0.70824182,0.72147995,0.63384908,0.68923008,0.69587868,0.60470819,0.28636613,0.30416787,0.2110365,0.18075797,0.18312116,0.15240194,0.22110797,0.22721805,0.15187579,0.25621235,0.27397832,0.18962196,0.28385139,0.30166671,0.22232312,0.065613911,0.59854001,0.87069845,0.14694382,0.441526893,0.41280656,0.432134973,81057.11968,82687.81713,72560.19179,61572.54454,61978.62239,48271.52402,82030.29093,82888.53443,65584.58368,88142.99899,89993.16798,75588.74049,83185.67313,84897.14163,76831.44618,42094.15593,45376.41471,26515.13301,28543.785,29214.223,19677.082,39387,40681.21964,25821.94306,43711.79637,47576.46598,32636.53637,43282.53804,46550.0764,28590.3277,0.12162652,0.11080072,0.24464525,0.10328992,0.096894309,0.22775191,0.093594141,0.08384382,0.19379398,0.1017642,0.086100258,0.22564514,0.11523704,0.10390968,0.24697173,0.77119136,0.014869277,0.92793125,0.010462577,0.90580076,0.013610714,0.81974047,0.01383595,0.32377541,0.32654181,0.42105088,0.23024277,0.22768939,0.38666329,0.25756285,0.25545323,0.41742542,0.2945002,0.29502976,0.44612715,0.086212575,-0.037635159,-0.047337148,0.090171374,0.026246227,-0.043012764,0.075092986,-0.037811402,-0.048210792,0.090857178,0.074448653,0.076949835,0.037220016,0.070447333,0.059160717,0.075454399,0.062743403,0.065258175,28014.545,2008.6073,-200.71727,27317.217,11246.862,6975.6084,26570.453,1155.3822,-973.1712,18362.242,5868.8569,4695.1953,12959.455,2768.3848,693.18994,-0.01079405,0.020065857,0.026956897,-0.002106763,0.053177744,0.050851278,-0.1081908,-0.13460942,0.003373373,0.001258563,0.067340374,0.07108859,0.059463847,0.003625452,0.064257428,0.066212565,0.80508453,-0.45159617,0.028720334,636384,519198,6
37800,San Francisco,0.69924521,0.72706687,0.57190108,0.69277859,0.71239746,0.58543032,0.73824513,0.7696445,0.594643,0.70919752,0.75226349,0.59086716,0.70423478,0.73099136,0.57418776,0.41068628,0.44934633,0.22907738,0.24303119,0.26093656,0.11811381,0.30467758,0.33623838,0.15701763,0.36505607,0.41402182,0.18095934,0.40722385,0.44737658,0.22415619,0.14226551,0.47347286,0.74081397,0.2794987,0.462560549,0.42619385,0.458957994,104589.9769,113036.4534,62857.34374,74565.02043,77993.22915,50994.62262,99559.89604,105144.1987,68645.37224,110040.0286,118528.9454,74751.26871,105240.5538,113656.4875,63284.68996,53908.62335,65078.96464,36370.83899,34493.574,38221.906,22438.723,48161.145,56191.19459,29357.642,55950.08416,69247.60699,36875.81915,54262.79185,65347.12678,35191.74042,0.099621221,0.082698748,0.20103496,0.096367411,0.072491497,0.20836456,0.089533657,0.062480811,0.20065139,0.090504512,0.065119058,0.18592779,0.096454017,0.080465443,0.20217735,0.52080148,0.088724338,0.72944367,0.1188511,0.6688261,0.11585885,0.57398552,0.09999501,0.26408675,0.22940873,0.63013333,0.24885732,0.21626928,0.49726805,0.25500458,0.21957,0.55736244,0.2570464,0.22596814,0.58600879,0.03986606,-0.038653124,-0.042577598,0.005436852,-0.020455196,-0.02274186,0.016418971,-0.034010369,-0.03899993,0.15308526,0.11113818,0.11310796,0.062845536,0.067138538,0.072059751,0.12202489,0.10254626,0.10600872,40535.715,8512.2891,7892.2549,23756.646,-5360.6821,-5788.0283,35475.008,5680.6577,5030.0811,31025.699,9155.9316,8887.7705,14437.097,5834.0986,7013.1973,-0.007372438,0.017984631,0.020217935,-0.022436775,0.00152595,0.000383565,-0.15545814,-0.1480246,-0.018856086,-0.027134508,0.009698861,0.009838735,0.088740721,0.072770864,0.008189072,0.009082174,0.59854847,-0.19397417,0.036366697,4885219,4137778,6
37901,Las Vegas,0.68383914,0.69348556,0.61608416,0.70719844,0.70973825,0.68607098,0.72657567,0.73306519,0.67794478,0.67724478,0.69762594,0.61431986,0.6992991,0.70632654,0.63773233,0.2060674,0.20667064,0.15920693,0.12217203,0.12607415,0.076641761,0.13420969,0.13956985,0.090136386,0.16548087,0.17587684,0.11450208,0.20263846,0.20398572,0.15352707,0.071877427,0.19037034,0.83321875,0.19728468,0.434248325,0.424321473,0.43388073,76183.10763,79203.05921,59164.92528,65549.27686,67574.20485,49285.06024,74092.73501,76122.33171,55804.51053,79204.70213,82578.62644,60331.42809,77279.51713,80003.7423,59524.23704,37460.74009,40896.6152,29174.93773,29937.348,31666.867,19105.539,36465.508,39148.93105,23555.7126,38911.7553,43075.08172,29245.39647,37968.51399,41106.5891,28855.37925,0.12237214,0.11250221,0.20345432,0.093067661,0.078887239,0.19310865,0.10844941,0.08898554,0.23182775,0.11039136,0.091660939,0.20859241,0.11394984,0.10606294,0.19319318,0.63676369,0.094701007,0.85582584,0.089595884,0.82697934,0.085773125,0.73565191,0.081853949,0.35677049,0.32080978,0.58563274,0.23067899,0.20393988,0.42290595,0.28089884,0.24906561,0.52079141,0.31552354,0.28862673,0.54530561,-0.012112324,-0.026738603,-0.039579611,-0.070375465,-0.040120389,-0.061768517,-0.029953655,-0.027276546,-0.042736508,0.049802694,0.064415872,0.067100793,0.044280447,0.063364916,0.069044784,0.043308839,0.06842877,0.071857706,15004.422,3881.4106,3080.7278,10940.595,3718.7034,3359.3916,13655.426,3186.782,2090.3726,11408.216,1957.6581,1747.6841,10518.798,5308.3896,5627.9478,0.012773707,0.017077401,0.023516666,0.01132843,-0.039578769,-0.028088901,-0.12017398,-0.19021568,-0.007741931,0.008927882,0.084686853,0.071744181,0.12239966,0.065702379,0.084844545,0.075871654,0.76134127,0.006914347,0.009926852,2201529,857856,4
37902,Reno,0.59418458,0.61912048,0.38947368,0.68976134,0.68190598,0.75732219,0.68087214,0.7125898,0.51764709,0.63219547,0.65596128,,0.60974801,0.61163521,1,0.081993148,0.078922644,0,0.073112585,0.073241249,0.053097345,0.090532973,0.099555552,0,0.10093564,0.11349037,,0.085189022,0.081539862,0,0.046324592,0.37915057,0.97554725,0.029424217,0.486,0.376457109,0.404661967,49530.74957,54846.29917,26394.69414,54256.5376,54397.0411,56619.21495,64589.52444,66477.21585,40452.63693,60164.72788,65769.44426,,42916.45246,43307.02811,53720.48508,32455.03553,34321.90574,58334.10459,22750.475,23859.713,20868.469,28966.723,31306.67375,23778.02951,31008.86161,34541.07679,,33011.45397,33171.94505,,0.19132873,0.1790206,0,0.12659289,0.11810691,0.1171875,0.12751785,0.098318495,0.176259,0.15210873,0.10769231,,0.20903955,0.19435975,0,0.72548199,0.041072924,0.79266524,0.061766125,0.79413128,0.054208495,0.73890752,0.047722343,0.49271846,0.42045453,0.71428573,0.2529833,0.22839506,0.43103448,0.26978418,0.22289157,0.5151515,0.43087971,0.421875,0.66666669,-0.02594471,-0.10095459,-0.093469322,,0.48235291,-0.12817341,-0.057565868,-0.071124136,-0.086687565,0.040249117,-0.01801569,-0.020632908,,0,0,0.027823053,-0.005343951,-0.008539826,11372.403,-23170.188,-11630.917,,13267.849,-14057.942,5908.1904,-21673.072,-15058.774,10681.364,1865.2712,3015.2319,,,34556.074,-0.0104146,0.096041255,0.080702104,,-0.176259,-0.176259,-0.053757727,-0.068649292,-0.014043782,-0.013135571,0.19347994,0.19756296,0.23563221,0.19913423,0.17789641,0.22293428,0.92922264,-0.34972635,0.10954289,4772,6475,32
